Name,Level-Up Learnset,TM Learnset,Egg Moves
Sylveon,"— : Take Down,— : Double-Edge,— : Swift,— : Charm,— : Wish,— : Tackle,— : Tail Whip,— : Bite,— : Growl,10 : Quick Attack,15 : Disarming Voice,25 : Light Screen,30 : Draining Kiss,35 : Dazzling Gleam,40 : Hyper Voice,45 : Fake Tears,50 : Moonblast,","TM003 : Psyshock,TM005 : Roar,TM006 : Calm Mind,TM016 : Light Screen,TM017 : Protect,TM027 : Swift,TM028 : Dig,TM031 : Reflect,TM033 : Body Slam,TM035 : Endure,TM044 : Hyper Beam,TM055 : Giga Impact,TM056 : Double-Edge,TM063 : Psychic,TM071 : Hyper Voice,TM074 : Shadow Ball,TM085 : Substitute,TM087 : Iron Tail,TM091 : Curse,TM092 : Dazzling Gleam,TM095 : Taunt,TM109 : Facade,TM115 : Trailblaze,TM125 : Mimic,TM146 : Skull Bash,","Double Kick,Curse,Flail,Mud-Slap,Detect,Wish,Yawn,Tickle,"
Buneary,"— : Tackle,— : Splash,14 : Draining Kiss,16 : Quick Attack,20 : Agility,24 : Charm,28 : Brutal Swing,32 : Headbutt,42 : Cotton Guard,48 : Bounce,52 : Dynamic Punch,","TM001 : Headbutt,TM008 : Thunder Wave,TM013 : Ice Beam,TM017 : Protect,TM018 : Power-Up Punch,TM020 : Play Rough,TM023 : Thunder Punch,TM024 : Ice Punch,TM027 : Swift,TM028 : Dig,TM029 : Fire Punch,TM035 : Endure,TM047 : Agility,TM064 : Solar Beam,TM067 : Thunderbolt,TM071 : Hyper Voice,TM074 : Shadow Ball,TM085 : Substitute,TM087 : Iron Tail,TM103 : Work Up,TM107 : Close Combat,TM109 : Facade,TM113 : Low Sweep,TM129 : Circle Throw,TM131 : Drain Punch,TM132 : Double Hit,TM141 : Fake Out,TM144 : Triple Axel,",No Egg Moves
Lopunny,"— : Tackle,— : Splash,6 : Power-Up Punch,9 : Mach Punch,12 : Double Team,14 : Draining Kiss,16 : Quick Attack,20 : Agility,24 : Charm,28 : Brutal Swing,32 : Headbutt,36 : Iron Tail,42 : Cotton Guard,48 : Bounce,52 : Dynamic Punch,","TM001 : Headbutt,TM008 : Thunder Wave,TM013 : Ice Beam,TM017 : Protect,TM018 : Power-Up Punch,TM020 : Play Rough,TM023 : Thunder Punch,TM024 : Ice Punch,TM027 : Swift,TM028 : Dig,TM029 : Fire Punch,TM030 : Swords Dance,TM032 : Double Team,TM035 : Endure,TM044 : Hyper Beam,TM047 : Agility,TM055 : Giga Impact,TM064 : Solar Beam,TM067 : Thunderbolt,TM071 : Hyper Voice,TM074 : Shadow Ball,TM082 : U-turn,TM085 : Substitute,TM087 : Iron Tail,TM102 : Focus Blast,TM103 : Work Up,TM105 : Blizzard,TM106 : Thunder,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM113 : Low Sweep,TM129 : Circle Throw,TM131 : Drain Punch,TM132 : Double Hit,TM141 : Fake Out,TM144 : Triple Axel,",No Egg Moves
Shuppet,"— : Screech,— : Lick,8 : Confuse Ray,12 : Knock Off,16 : Will-O-Wisp,19 : Shadow Sneak,23 : Shadow Claw,26 : Curse,30 : Shadow Ball,34 : Swords Dance,42 : Phantom Force,48 : Gunk Shot,","TM001 : Headbutt,TM006 : Calm Mind,TM008 : Thunder Wave,TM017 : Protect,TM030 : Swords Dance,TM033 : Body Slam,TM035 : Endure,TM045 : Knock Off,TM057 : Will-O-Wisp,TM059 : Zen Headbutt,TM061 : Shadow Claw,TM063 : Psychic,TM067 : Thunderbolt,TM074 : Shadow Ball,TM083 : Nasty Plot,TM085 : Substitute,TM090 : Dark Pulse,TM091 : Curse,TM092 : Dazzling Gleam,TM095 : Taunt,TM099 : Metronome,TM100 : Gunk Shot,TM106 : Thunder,TM109 : Facade,TM127 : Dream Eater,TM130 : Charge Beam,","Disable,Confuse Ray,Destiny Bond,Imprison,Gunk Shot,"
Banette,"— : Screech,— : Lick,— : Slash,8 : Confuse Ray,12 : Knock Off,16 : Will-O-Wisp,19 : Shadow Sneak,23 : Shadow Claw,26 : Curse,30 : Shadow Ball,34 : Swords Dance,42 : Phantom Force,48 : Gunk Shot,","TM001 : Headbutt,TM006 : Calm Mind,TM008 : Thunder Wave,TM017 : Protect,TM030 : Swords Dance,TM033 : Body Slam,TM035 : Endure,TM044 : Hyper Beam,TM045 : Knock Off,TM055 : Giga Impact,TM057 : Will-O-Wisp,TM059 : Zen Headbutt,TM061 : Shadow Claw,TM063 : Psychic,TM067 : Thunderbolt,TM074 : Shadow Ball,TM083 : Nasty Plot,TM085 : Substitute,TM090 : Dark Pulse,TM091 : Curse,TM092 : Dazzling Gleam,TM095 : Taunt,TM097 : Heal Block,TM099 : Metronome,TM100 : Gunk Shot,TM106 : Thunder,TM109 : Facade,TM115 : Trailblaze,TM118 : Shadow Punch,TM119 : Ominous Wind,TM121 : Torment,TM127 : Dream Eater,TM130 : Charge Beam,TM139 : Swagger,TM145 : Razor Wind,TM149 : Icicle Spear,TM150 : Vacuum Wave,","Disable,Confuse Ray,Destiny Bond,Imprison,Gunk Shot,"
Vanillite,"— : Tackle,— : Harden,4 : Taunt,8 : Mist,12 : Icy Wind,20 : Self-Destruct,24 : Icicle Crash,32 : Acid Armor,35 : Ice Beam,46 : Explosion,58 : Blizzard,","TM013 : Ice Beam,TM016 : Light Screen,TM017 : Protect,TM035 : Endure,TM048 : Self-Destruct,TM049 : Icy Wind,TM071 : Hyper Voice,TM080 : Iron Defense,TM084 : Flash Cannon,TM085 : Substitute,TM095 : Taunt,TM105 : Blizzard,TM109 : Facade,TM138 : Frost Breath,TM149 : Icicle Spear,TM155 : Sheer Cold,",No Egg Moves
Vanillish,"— : Tackle,— : Harden,4 : Taunt,8 : Mist,12 : Icy Wind,20 : Self-Destruct,24 : Icicle Crash,32 : Acid Armor,35 : Ice Beam,46 : Explosion,58 : Blizzard,","TM013 : Ice Beam,TM016 : Light Screen,TM017 : Protect,TM035 : Endure,TM048 : Self-Destruct,TM049 : Icy Wind,TM071 : Hyper Voice,TM080 : Iron Defense,TM084 : Flash Cannon,TM085 : Substitute,TM095 : Taunt,TM105 : Blizzard,TM109 : Facade,TM138 : Frost Breath,TM149 : Icicle Spear,TM155 : Sheer Cold,",No Egg Moves
Vanilluxe,"— : Tackle,— : Harden,— : Freeze-Dry,4 : Taunt,8 : Mist,12 : Icy Wind,20 : Self-Destruct,24 : Icicle Crash,32 : Acid Armor,35 : Ice Beam,46 : Explosion,58 : Blizzard,","TM013 : Ice Beam,TM016 : Light Screen,TM017 : Protect,TM035 : Endure,TM044 : Hyper Beam,TM048 : Self-Destruct,TM049 : Icy Wind,TM055 : Giga Impact,TM071 : Hyper Voice,TM080 : Iron Defense,TM084 : Flash Cannon,TM085 : Substitute,TM095 : Taunt,TM105 : Blizzard,TM109 : Facade,TM110 : Chilling Water,TM138 : Frost Breath,TM149 : Icicle Spear,TM155 : Sheer Cold,",No Egg Moves
Numel,"— : Tackle,— : Growl,5 : Ember,8 : Focus Energy,12 : Bulldoze,19 : Amnesia,22 : Lava Plume,26 : Earth Power,29 : Curse,31 : Take Down,40 : Earthquake,46 : Flamethrower,51 : Double-Edge,55 : Heat Crash,","TM001 : Headbutt,TM005 : Roar,TM012 : Rock Slide,TM017 : Protect,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM038 : Fire Blast,TM050 : Overheat,TM052 : Earth Power,TM056 : Double-Edge,TM057 : Will-O-Wisp,TM058 : Iron Head,TM059 : Zen Headbutt,TM062 : Flamethrower,TM065 : Stone Edge,TM068 : Heat Wave,TM069 : Earthquake,TM072 : Fire Spin,TM078 : Bulldoze,TM084 : Flash Cannon,TM085 : Substitute,TM091 : Curse,TM104 : Flare Blitz,TM109 : Facade,TM114 : Flame Charge,TM115 : Trailblaze,TM120 : Ancient Power,TM136 : Scorching Sands,","Stomp,Body Slam,Growth,Defense Curl,Scary Face,Rollout,Ancient Power,Stockpile,Spit Up,Swallow,Heat Wave,Yawn,Howl,Iron Head,Heavy Slam,"
Camerupt,"Evolve : Rock Slide,— : Tackle,— : Growl,5 : Ember,8 : Focus Energy,12 : Bulldoze,19 : Amnesia,22 : Lava Plume,26 : Earth Power,29 : Curse,31 : Take Down,40 : Earthquake,46 : Flamethrower,51 : Double-Edge,55 : Heat Crash,","TM001 : Headbutt,TM005 : Roar,TM012 : Rock Slide,TM017 : Protect,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM038 : Fire Blast,TM044 : Hyper Beam,TM048 : Self-Destruct,TM050 : Overheat,TM052 : Earth Power,TM055 : Giga Impact,TM056 : Double-Edge,TM057 : Will-O-Wisp,TM058 : Iron Head,TM059 : Zen Headbutt,TM062 : Flamethrower,TM065 : Stone Edge,TM068 : Heat Wave,TM069 : Earthquake,TM072 : Fire Spin,TM078 : Bulldoze,TM084 : Flash Cannon,TM085 : Substitute,TM091 : Curse,TM104 : Flare Blitz,TM109 : Facade,TM114 : Flame Charge,TM115 : Trailblaze,TM120 : Ancient Power,TM136 : Scorching Sands,TM154 : Fissure,","Stomp,Body Slam,Growth,Defense Curl,Scary Face,Rollout,Ancient Power,Stockpile,Spit Up,Swallow,Heat Wave,Yawn,Howl,Iron Head,Heavy Slam,"
Hippopotas,"— : Tackle,4 : Bite,8 : Curse,12 : Sand Tomb,16 : Dig,20 : Crunch,24 : Amnesia,28 : Take Down,32 : Roar,40 : Earthquake,44 : Double-Edge,","TM005 : Roar,TM012 : Rock Slide,TM014 : Fire Fang,TM015 : Ice Fang,TM017 : Protect,TM021 : Thunder Fang,TM025 : Crunch,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM052 : Earth Power,TM056 : Double-Edge,TM065 : Stone Edge,TM069 : Earthquake,TM085 : Substitute,TM091 : Curse,TM094 : Whirlwind,TM109 : Facade,TM136 : Scorching Sands,TM140 : Muddy Water,TM154 : Fissure,","Whirlwind,Curse,Stockpile,Spit Up,Swallow,"
Hippowdon,"— : Tackle,— : Bite,12 : Sand Tomb,16 : Dig,20 : Crunch,24 : Amnesia,28 : Take Down,32 : Roar,36 : Heavy Slam,40 : Earthquake,44 : Double-Edge,","TM005 : Roar,TM012 : Rock Slide,TM014 : Fire Fang,TM015 : Ice Fang,TM017 : Protect,TM021 : Thunder Fang,TM025 : Crunch,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM044 : Hyper Beam,TM052 : Earth Power,TM055 : Giga Impact,TM056 : Double-Edge,TM058 : Iron Head,TM065 : Stone Edge,TM069 : Earthquake,TM071 : Hyper Voice,TM085 : Substitute,TM091 : Curse,TM094 : Whirlwind,TM109 : Facade,TM136 : Scorching Sands,TM140 : Muddy Water,TM154 : Fissure,","Whirlwind,Curse,Stockpile,Spit Up,Swallow,"
Drilbur,"— : Tackle,— : Leer,— : Mud Shot,7 : Metal Claw,13 : Sand Tomb,18 : Bulldoze,24 : Slash,28 : Dig,32 : Rock Slide,36 : Swords Dance,40 : Drill Run,46 : Earthquake,","TM004 : Rock Smash,TM010 : Brick Break,TM012 : Rock Slide,TM017 : Protect,TM028 : Dig,TM030 : Swords Dance,TM035 : Endure,TM036 : Rock Tomb,TM046 : Mud Shot,TM047 : Agility,TM053 : Sludge Bomb,TM056 : Double-Edge,TM069 : Earthquake,TM077 : Poison Jab,TM078 : Bulldoze,TM080 : Iron Defense,TM081 : X-Scissor,TM085 : Substitute,TM109 : Facade,TM136 : Scorching Sands,TM154 : Fissure,","Slash,Metal Sound,"
Excadrill,"— : Metal Sound,— : Tackle,— : Leer,— : Mud Shot,7 : Metal Claw,13 : Sand Tomb,16 : Rock Blast,18 : Bulldoze,24 : Slash,26 : X-Scissor,28 : Dig,32 : Rock Slide,36 : Swords Dance,40 : Drill Run,46 : Earthquake,50 : Megahorn,","TM004 : Rock Smash,TM010 : Brick Break,TM012 : Rock Slide,TM017 : Protect,TM028 : Dig,TM030 : Swords Dance,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM044 : Hyper Beam,TM046 : Mud Shot,TM047 : Agility,TM052 : Earth Power,TM053 : Sludge Bomb,TM055 : Giga Impact,TM056 : Double-Edge,TM058 : Iron Head,TM069 : Earthquake,TM077 : Poison Jab,TM078 : Bulldoze,TM080 : Iron Defense,TM081 : X-Scissor,TM085 : Substitute,TM102 : Focus Blast,TM109 : Facade,TM136 : Scorching Sands,TM146 : Skull Bash,TM154 : Fissure,TM157 : Steel Beam,","Slash,Metal Sound,"
Sandile,"— : Tackle,— : Leer,9 : Sand Tomb,15 : Bite,21 : Dig,24 : Take Down,27 : Crunch,36 : Iron Tail,42 : Earthquake,50 : Double-Edge,","TM002 : Dragon Claw,TM005 : Roar,TM010 : Brick Break,TM012 : Rock Slide,TM014 : Fire Fang,TM017 : Protect,TM021 : Thunder Fang,TM022 : Aerial Ace,TM025 : Crunch,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM052 : Earth Power,TM053 : Sludge Bomb,TM056 : Double-Edge,TM061 : Shadow Claw,TM065 : Stone Edge,TM069 : Earthquake,TM078 : Bulldoze,TM085 : Substitute,TM087 : Iron Tail,TM090 : Dark Pulse,TM095 : Taunt,TM109 : Facade,TM121 : Torment,TM136 : Scorching Sands,TM139 : Swagger,","Double-Edge,Counter,Spite,Aqua Tail,"
Krokorok,"— : Tackle,— : Leer,9 : Sand Tomb,15 : Bite,21 : Dig,24 : Take Down,27 : Crunch,36 : Iron Tail,42 : Earthquake,50 : Double-Edge,","TM002 : Dragon Claw,TM005 : Roar,TM010 : Brick Break,TM012 : Rock Slide,TM014 : Fire Fang,TM017 : Protect,TM021 : Thunder Fang,TM022 : Aerial Ace,TM025 : Crunch,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM045 : Knock Off,TM052 : Earth Power,TM053 : Sludge Bomb,TM056 : Double-Edge,TM061 : Shadow Claw,TM065 : Stone Edge,TM069 : Earthquake,TM078 : Bulldoze,TM085 : Substitute,TM087 : Iron Tail,TM090 : Dark Pulse,TM091 : Curse,TM095 : Taunt,TM109 : Facade,TM113 : Low Sweep,TM121 : Torment,TM136 : Scorching Sands,TM139 : Swagger,TM143 : Scale Shot,","Double-Edge,Counter,Spite,Aqua Tail,"
Krookodile,"Evolve : Breaking Swipe,— : Tackle,— : Leer,9 : Sand Tomb,15 : Bite,21 : Dig,24 : Take Down,27 : Crunch,36 : Iron Tail,42 : Earthquake,50 : Double-Edge,58 : Outrage,","TM002 : Dragon Claw,TM005 : Roar,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM014 : Fire Fang,TM017 : Protect,TM021 : Thunder Fang,TM022 : Aerial Ace,TM025 : Crunch,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM044 : Hyper Beam,TM045 : Knock Off,TM052 : Earth Power,TM053 : Sludge Bomb,TM055 : Giga Impact,TM056 : Double-Edge,TM058 : Iron Head,TM061 : Shadow Claw,TM065 : Stone Edge,TM069 : Earthquake,TM078 : Bulldoze,TM085 : Substitute,TM087 : Iron Tail,TM090 : Dark Pulse,TM091 : Curse,TM093 : Outrage,TM095 : Taunt,TM100 : Gunk Shot,TM102 : Focus Blast,TM107 : Close Combat,TM109 : Facade,TM113 : Low Sweep,TM121 : Torment,TM136 : Scorching Sands,TM139 : Swagger,TM143 : Scale Shot,TM154 : Fissure,","Double-Edge,Counter,Spite,Aqua Tail,"
Machop,"— : Leer,— : Rock Smash,4 : Focus Energy,12 : Power-Up Punch,14 : Brutal Swing,16 : Bullet Punch,18 : Knock Off,20 : Bulk Up,25 : Brick Break,30 : Bulldoze,36 : Detect,44 : Double-Edge,54 : Dynamic Punch,","TM004 : Rock Smash,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM016 : Light Screen,TM017 : Protect,TM018 : Power-Up Punch,TM023 : Thunder Punch,TM024 : Ice Punch,TM028 : Dig,TM029 : Fire Punch,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM038 : Fire Blast,TM045 : Knock Off,TM056 : Double-Edge,TM062 : Flamethrower,TM069 : Earthquake,TM077 : Poison Jab,TM078 : Bulldoze,TM085 : Substitute,TM099 : Metronome,TM102 : Focus Blast,TM103 : Work Up,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM113 : Low Sweep,TM131 : Drain Punch,TM135 : Dual Chop,TM154 : Fissure,",No Egg Moves
Machoke,"— : Leer,— : Rock Smash,4 : Focus Energy,12 : Power-Up Punch,14 : Brutal Swing,16 : Bullet Punch,18 : Knock Off,20 : Bulk Up,25 : Brick Break,30 : Bulldoze,36 : Detect,44 : Double-Edge,54 : Dynamic Punch,","TM004 : Rock Smash,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM016 : Light Screen,TM017 : Protect,TM018 : Power-Up Punch,TM023 : Thunder Punch,TM024 : Ice Punch,TM028 : Dig,TM029 : Fire Punch,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM038 : Fire Blast,TM045 : Knock Off,TM056 : Double-Edge,TM062 : Flamethrower,TM069 : Earthquake,TM077 : Poison Jab,TM078 : Bulldoze,TM085 : Substitute,TM099 : Metronome,TM102 : Focus Blast,TM103 : Work Up,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM113 : Low Sweep,TM131 : Drain Punch,TM135 : Dual Chop,TM154 : Fissure,",No Egg Moves
Machamp,"— : Leer,— : Rock Smash,4 : Focus Energy,12 : Power-Up Punch,14 : Brutal Swing,16 : Bullet Punch,18 : Knock Off,20 : Bulk Up,25 : Brick Break,30 : Bulldoze,36 : Detect,40 : Heavy Slam,44 : Double-Edge,54 : Dynamic Punch,","TM004 : Rock Smash,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM016 : Light Screen,TM017 : Protect,TM018 : Power-Up Punch,TM023 : Thunder Punch,TM024 : Ice Punch,TM028 : Dig,TM029 : Fire Punch,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM038 : Fire Blast,TM044 : Hyper Beam,TM045 : Knock Off,TM055 : Giga Impact,TM056 : Double-Edge,TM062 : Flamethrower,TM065 : Stone Edge,TM069 : Earthquake,TM077 : Poison Jab,TM078 : Bulldoze,TM085 : Substitute,TM099 : Metronome,TM102 : Focus Blast,TM103 : Work Up,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM113 : Low Sweep,TM131 : Drain Punch,TM135 : Dual Chop,TM137 : Storm Throw,TM154 : Fissure,",No Egg Moves
Gible,"— : Tackle,— : Sand Tomb,12 : Dragon Breath,18 : Bulldoze,25 : Bite,30 : Slash,36 : Dragon Claw,42 : Dig,54 : Take Down,60 : Dragon Rush,","TM002 : Dragon Claw,TM012 : Rock Slide,TM014 : Fire Fang,TM017 : Protect,TM021 : Thunder Fang,TM027 : Swift,TM028 : Dig,TM030 : Swords Dance,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM038 : Fire Blast,TM052 : Earth Power,TM054 : Draco Meteor,TM058 : Iron Head,TM061 : Shadow Claw,TM062 : Flamethrower,TM065 : Stone Edge,TM069 : Earthquake,TM075 : Dragon Pulse,TM078 : Bulldoze,TM085 : Substitute,TM093 : Outrage,TM109 : Facade,TM122 : False Swipe,TM136 : Scorching Sands,TM143 : Scale Shot,","Thrash,Double-Edge,Metal Claw,Twister,"
Gabite,"— : Tackle,— : Sand Tomb,12 : Dragon Breath,18 : Bulldoze,25 : Bite,30 : Slash,36 : Dragon Claw,42 : Dig,54 : Take Down,60 : Dragon Rush,","TM002 : Dragon Claw,TM010 : Brick Break,TM012 : Rock Slide,TM014 : Fire Fang,TM017 : Protect,TM021 : Thunder Fang,TM022 : Aerial Ace,TM025 : Crunch,TM027 : Swift,TM028 : Dig,TM030 : Swords Dance,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM038 : Fire Blast,TM052 : Earth Power,TM054 : Draco Meteor,TM058 : Iron Head,TM061 : Shadow Claw,TM062 : Flamethrower,TM065 : Stone Edge,TM069 : Earthquake,TM075 : Dragon Pulse,TM077 : Poison Jab,TM078 : Bulldoze,TM085 : Substitute,TM088 : Spikes,TM093 : Outrage,TM109 : Facade,TM122 : False Swipe,TM136 : Scorching Sands,TM143 : Scale Shot,","Thrash,Double-Edge,Metal Claw,Twister,"
Garchomp,"Evolve : Crunch,— : Tackle,— : Sand Tomb,12 : Dragon Breath,18 : Bulldoze,25 : Bite,30 : Slash,36 : Dragon Claw,42 : Dig,54 : Take Down,60 : Dragon Rush,","TM002 : Dragon Claw,TM010 : Brick Break,TM012 : Rock Slide,TM014 : Fire Fang,TM017 : Protect,TM019 : Power Gem,TM021 : Thunder Fang,TM022 : Aerial Ace,TM025 : Crunch,TM027 : Swift,TM028 : Dig,TM030 : Swords Dance,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM038 : Fire Blast,TM044 : Hyper Beam,TM052 : Earth Power,TM054 : Draco Meteor,TM055 : Giga Impact,TM058 : Iron Head,TM061 : Shadow Claw,TM062 : Flamethrower,TM065 : Stone Edge,TM069 : Earthquake,TM073 : Surf,TM075 : Dragon Pulse,TM076 : Liquidation,TM077 : Poison Jab,TM078 : Bulldoze,TM083 : Nasty Plot,TM085 : Substitute,TM087 : Iron Tail,TM088 : Spikes,TM093 : Outrage,TM109 : Facade,TM122 : False Swipe,TM135 : Dual Chop,TM136 : Scorching Sands,TM143 : Scale Shot,TM145 : Razor Wind,TM150 : Vacuum Wave,","Thrash,Double-Edge,Metal Claw,Twister,"
Carbink,"— : Tackle,— : Harden,12 : Rock Throw,15 : Take Down,23 : Dazzling Gleam,25 : Iron Defense,28 : Power Gem,30 : Light Screen,32 : Flash Cannon,35 : Rock Slide,38 : Stealth Rock,45 : Moonblast,52 : Stone Edge,","TM006 : Calm Mind,TM012 : Rock Slide,TM016 : Light Screen,TM017 : Protect,TM019 : Power Gem,TM031 : Reflect,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM044 : Hyper Beam,TM048 : Self-Destruct,TM052 : Earth Power,TM055 : Giga Impact,TM056 : Double-Edge,TM058 : Iron Head,TM063 : Psychic,TM065 : Stone Edge,TM080 : Iron Defense,TM084 : Flash Cannon,TM085 : Substitute,TM088 : Spikes,TM092 : Dazzling Gleam,TM109 : Facade,TM120 : Ancient Power,TM126 : Magnet Bomb,TM156 : Meteor Beam,",No Egg Moves
Sableye,"— : Tackle,— : Leer,9 : Shadow Sneak,15 : Take Down,18 : Detect,20 : Shadow Claw,22 : Confuse Ray,25 : Knock Off,28 : Psybeam,33 : Night Slash,39 : Power Gem,42 : Zen Headbutt,45 : Shadow Ball,50 : Recover,53 : Parting Shot,56 : Phantom Force,","TM006 : Calm Mind,TM008 : Thunder Wave,TM010 : Brick Break,TM011 : Bulk Up,TM016 : Light Screen,TM017 : Protect,TM019 : Power Gem,TM022 : Aerial Ace,TM023 : Thunder Punch,TM024 : Ice Punch,TM026 : Energy Ball,TM028 : Dig,TM029 : Fire Punch,TM031 : Reflect,TM033 : Body Slam,TM034 : Night Slash,TM035 : Endure,TM036 : Rock Tomb,TM042 : Giga Drain,TM044 : Hyper Beam,TM045 : Knock Off,TM046 : Mud Shot,TM051 : Safeguard,TM055 : Giga Impact,TM057 : Will-O-Wisp,TM059 : Zen Headbutt,TM061 : Shadow Claw,TM063 : Psychic,TM074 : Shadow Ball,TM077 : Poison Jab,TM081 : X-Scissor,TM083 : Nasty Plot,TM085 : Substitute,TM090 : Dark Pulse,TM092 : Dazzling Gleam,TM095 : Taunt,TM097 : Heal Block,TM099 : Metronome,TM109 : Facade,TM113 : Low Sweep,TM118 : Shadow Punch,TM119 : Ominous Wind,TM121 : Torment,TM131 : Drain Punch,TM139 : Swagger,TM141 : Fake Out,","Recover,Torment,Flatter,Feint,Metal Burst,Sucker Punch,"
Mawile,"— : Bite,— : Fairy Wind,5 : Fake Tears,16 : Knock Off,20 : Charm,22 : Draining Kiss,24 : Iron Defense,28 : Crunch,36 : Iron Head,40 : Taunt,48 : Play Rough,55 : Dynamic Punch,","TM001 : Headbutt,TM004 : Rock Smash,TM010 : Brick Break,TM012 : Rock Slide,TM013 : Ice Beam,TM014 : Fire Fang,TM015 : Ice Fang,TM017 : Protect,TM018 : Power-Up Punch,TM020 : Play Rough,TM021 : Thunder Fang,TM023 : Thunder Punch,TM024 : Ice Punch,TM025 : Crunch,TM030 : Swords Dance,TM032 : Double Team,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM038 : Fire Blast,TM044 : Hyper Beam,TM045 : Knock Off,TM053 : Sludge Bomb,TM055 : Giga Impact,TM056 : Double-Edge,TM058 : Iron Head,TM062 : Flamethrower,TM064 : Solar Beam,TM065 : Stone Edge,TM074 : Shadow Ball,TM080 : Iron Defense,TM084 : Flash Cannon,TM085 : Substitute,TM090 : Dark Pulse,TM092 : Dazzling Gleam,TM095 : Taunt,TM102 : Focus Blast,TM109 : Facade,TM120 : Ancient Power,TM122 : False Swipe,TM123 : Poison Fang,TM124 : Psychic Fangs,TM130 : Charge Beam,TM139 : Swagger,TM157 : Steel Beam,",No Egg Moves
Absol,"— : Snarl,— : Phantom Force,— : Leer,— : Quick Attack,— : Confuse Ray,— : Shadow Sneak,10 : Knock Off,15 : Detect,20 : Swords Dance,23 : Slash,27 : Night Slash,32 : Double Team,36 : Taunt,40 : Shadow Claw,43 : Focus Energy,46 : Air Slash,48 : Future Sight,54 : Perish Song,","TM006 : Calm Mind,TM008 : Thunder Wave,TM012 : Rock Slide,TM013 : Ice Beam,TM017 : Protect,TM020 : Play Rough,TM022 : Aerial Ace,TM027 : Swift,TM030 : Swords Dance,TM032 : Double Team,TM033 : Body Slam,TM034 : Night Slash,TM035 : Endure,TM036 : Rock Tomb,TM038 : Fire Blast,TM044 : Hyper Beam,TM045 : Knock Off,TM055 : Giga Impact,TM056 : Double-Edge,TM057 : Will-O-Wisp,TM059 : Zen Headbutt,TM060 : Future Sight,TM061 : Shadow Claw,TM062 : Flamethrower,TM065 : Stone Edge,TM067 : Thunderbolt,TM074 : Shadow Ball,TM081 : X-Scissor,TM085 : Substitute,TM090 : Dark Pulse,TM095 : Taunt,TM105 : Blizzard,TM106 : Thunder,TM107 : Close Combat,TM109 : Facade,TM119 : Ominous Wind,TM122 : False Swipe,TM145 : Razor Wind,",No Egg Moves
